ID;Genero;rango_edad;distrito;nivel_educativo;situacion_laboral;nivel_socioeconomico;variedad_productos_financieros;conceptos_ahorro;Tarjeto de Debito;depósitos en cuentas de ahorro/corriente;Préstamos personales;Tarjeta de crédito;Compras en cuotas con tarjeta de crédito;No he utilizado ninguno;prestamos_garantia;inversion_fondos_comunes;diferencias_creditos;leasing;arrendamiento_financiero;creditos_educativos;ventajas_desventajas;menores_edad;mayores_edad;responsable_desiciones;presupuesto;presupuesto_familiar;plan_presupuesto_familiar
2616;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;Si;1;1;Yo mismo/a;Si;Si;La mayoría de las veces
2617;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;No estoy seguro/a;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
2618;Masculino;40 años o más;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;No;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;3;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2619;Femenino;26 - 39 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;No;Si;3;3;Yo mismo/a;Si;Si;Algunas veces
2620;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;Si;No;No;Si;Ninguno;3;Otro;Si;Si;La mayoría de las veces
2621;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;No;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No;No;No;Si;Si;No;No estoy seguro/a;2;2;Yo mismo/a;No;Si;Nunca
2622;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;3;Yo mismo/a;Si;Si;Siempre
2623;Femenino;26 - 39 años;Distrito 2;Educación secundaria;Autónomo;Medio;No;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;No;Si;No;No;3;2;Yo mismo/a;No;Si;Algunas veces
2624;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Desempleado;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;Si;Si;1;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
2625;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;3;Ambos, en colaboración;Si;Si;Siempre
2626;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;No;Si;Si;2;3;Ambos, en colaboración;Si;Si;Siempre
2627;Femenino;18 - 25 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Si;2;3;Mi cónyuge o pareja;Si;Si;Siempre
2628;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;No estoy seguro/a;Si;Si;Si;Si;Si;No;2;2;Yo mismo/a;Si;Si;La mayoría de las veces
2629;Femenino;40 años o más;Distrito 2;Postgrado;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;Si;Si;Si;Si;Si;3;1;Yo mismo/a;Si;No estoy seguro/a;La mayoría de las veces
2630;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;No estoy seguro/a;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;No estoy seguro/a;No;Si;Si;Si;3;2;Yo mismo/a;Si;Si;La mayoría de las veces
2631;Femenino;40 años o más;Distrito 2;Postgrado;Autónomo;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;Si;No estoy seguro/a;No;Si;Si;2;2;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
2632;Femenino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;2;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2633;Femenino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No;Si;No estoy seguro/a;Si;Si;Si;Ninguno;3;Ambos, en colaboración;Si;No estoy seguro/a;La mayoría de las veces
2634;Femenino;40 años o más;Distrito 2;Postgrado;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;2;Yo mismo/a;Si;Si;La mayoría de las veces
2635;Masculino;40 años o más;Distrito 2;Postgrado;Autónomo;Alto;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;3;1;Mi cónyuge o pareja;Si;Si;Siempre
2636;Femenino;40 años o más;Distrito 2;Postgrado;Autónomo;Medio;Si;No;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;Si;Si;No;No;Si;Si;2;2;Yo mismo/a;Si;Si;La mayoría de las veces
2637;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;3;Otro;Si;Si;Siempre
2638;Masculino;18 - 25 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;2;Yo mismo/a;Si;Si;La mayoría de las veces
2639;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No;Si;Si;1;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
2640;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;Siempre
2641;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;No;No;No;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2642;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;No;Si;1;2;Yo mismo/a;Si;Si;Siempre
2643;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;No;Si;No;Si;No estoy seguro/a;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
2644;Masculino;40 años o más;Distrito 2;Educación secundaria;Autónomo;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;No;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Siempre
2645;Femenino;40 años o más;Distrito 2;Educación primaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;Si;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Siempre
2646;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;No;Si;No;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2647;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Desempleado;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;Algunas veces
2648;Masculino;40 años o más;Distrito 2;Postgrado;Empleado a tiempo completo;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;1;Ambos, en colaboración;Si;Si;Siempre
2649;Femenino;40 años o más;Distrito 2;Educación primaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;Si;Si;Si;Si;2;2;Yo mismo/a;Si;Si;Siempre
2650;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;Si;Si;Si;Si;2;2;Yo mismo/a;Si;Si;Siempre
2651;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;3;Yo mismo/a;Si;Si;Siempre
2652;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;3;Yo mismo/a;Si;Si;Siempre
2653;Femenino;40 años o más;Distrito 2;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;3;Yo mismo/a;Si;Si;Siempre
2654;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No;No;No;No;No;No;Si;1;Ninguna;Ambos, en colaboración;Si;Si;Siempre
2655;Femenino;40 años o más;Distrito 2;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;1;2;Ambos, en colaboración;Si;No;No tengo un plan
2656;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;Si;Si;Si;2;2;Yo mismo/a;Si;Si;Siempre
2657;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;Si;Si;Si;Si;Ninguno;Ninguna;Yo mismo/a;No;No;No tengo un plan
2658;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;Si;Si;No;No estoy seguro/a;Si;Ninguno;1;Ambos, en colaboración;No;No;No tengo un plan
2659;Masculino;40 años o más;Distrito 2;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;Algunas veces
2660;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;No;Si;Si;No;No;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;No;Algunas veces
2661;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
2662;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;Si;No estoy seguro/a;Ninguno;1;Yo mismo/a;No;No;No tengo un plan
2663;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;No;Si;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;Si;Si;3;3;Yo mismo/a;Si;No estoy seguro/a;Algunas veces
2664;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;Si;No;Si;No;Si;Ninguno;Ninguna;Yo mismo/a;No;No;No tengo un plan
2665;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;No estoy seguro/a;Si;No;Si;Si;1;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
2666;Masculino;40 años o más;Distrito 2;Educación universitaria;Autónomo;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;Ninguna;Yo mismo/a;No;No;Nunca
2667;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;No;No;No;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;No;No;No tengo un plan
2668;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;No;No;No;No estoy seguro/a;No estoy seguro/a;1;2;Mi cónyuge o pareja;Si;No estoy seguro/a;Algunas veces
2669;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No estoy seguro/a;Si;No;Ninguno;1;Yo mismo/a;No;No estoy seguro/a;No tengo un plan
2670;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No estoy seguro/a;No;Si;No estoy seguro/a;Ninguno;1;Mi cónyuge o pareja;Si;Si;Siempre
2671;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;Si;2;3;Yo mismo/a;Si;No;No tengo un plan
2672;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Alto;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;No;No;Si;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2673;Masculino;40 años o más;Distrito 2;Educación secundaria;Desempleado;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;Si;No estoy seguro/a;No estoy seguro/a;No;No;3;3;Mi cónyuge o pareja;Si;No;Algunas veces
2674;Femenino;40 años o más;Distrito 2;Postgrado;Desempleado;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No estoy seguro/a;No estoy seguro/a;No;Ninguno;3;Ambos, en colaboración;Si;No;Nunca
2675;Femenino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;Si;Si;Si;Si;1;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
2676;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;1;2;Otro;No estoy seguro/a;No estoy seguro/a;No tengo un plan
2677;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;Si;No estoy seguro/a;No estoy seguro/a;No;No;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2678;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;Si;No estoy seguro/a;No estoy seguro/a;Si;No estoy seguro/a;1;2;Yo mismo/a;Si;Si;La mayoría de las veces
2679;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;Si;No;No;No;No estoy seguro/a;Si;1;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
2680;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;No;No;No;Si;2;2;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
2681;Femenino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No;No;No;No;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;La mayoría de las veces
2682;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Desempleado;Medio;No;Si;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No;No;No estoy seguro/a;No;No;Si;Si;Ninguno;2;Yo mismo/a;No;No;Algunas veces
2683;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No;Si;Si;No;No;Si;No;2;2;Yo mismo/a;Si;Si;Algunas veces
2684;Masculino;18 - 25 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No;Si;No;Si;Si;Ninguno;2;Yo mismo/a;Si;Si;Algunas veces
2685;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;Si;No estoy seguro/a;Si;No estoy seguro/a;Si;Ninguno;2;Ambos, en colaboración;Si;Si;Siempre
2686;Femenino;40 años o más;Distrito 2;Educación primaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;No estoy seguro/a;Si;Si;Si;2;1;Yo mismo/a;No estoy seguro/a;No;No tengo un plan
2687;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;No;No;Si;No;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;La mayoría de las veces
2688;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Desempleado;Bajo;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No;No;No;No estoy seguro/a;1;2;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
2689;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;No;Si;1;2;Ambos, en colaboración;Si;Si;Siempre
2690;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;No;Si;Si;Ninguno;1;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;Algunas veces
2691;Masculino;40 años o más;Distrito 2;Educación universitaria;Jubilado;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;No;No;Ninguno;Ninguna;Ambos, en colaboración;Si;Si;Siempre
2692;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No estoy seguro/a;No;No estoy seguro/a;Si;Si;1;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
2693;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;Ninguno;1;Yo mismo/a;Si;Si;Algunas veces
2694;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Ninguno;2;Yo mismo/a;Si;Si;La mayoría de las veces
2695;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;No;No;No;No;No estoy seguro/a;2;2;Mi cónyuge o pareja;Si;Si;Algunas veces
2696;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;No;No;No;No;No estoy seguro/a;1;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
2697;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;No;No;No;No;No estoy seguro/a;2;1;Yo mismo/a;Si;Si;Algunas veces
2698;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;Si;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
2699;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
2700;Masculino;18 - 25 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No;Si;No estoy seguro/a;No;2;1;Yo mismo/a;No estoy seguro/a;No;Algunas veces
2701;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;Si;Si;No estoy seguro/a;2;2;Yo mismo/a;No;No;No tengo un plan
2702;Femenino;40 años o más;Distrito 2;Educación secundaria;Autónomo;Medio;Si;Si;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;3;Ambos, en colaboración;Si;No estoy seguro/a;Algunas veces
2703;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Alto;Si;Si;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;Ninguno;1;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;No tengo un plan
2704;Femenino;26 - 39 años;Distrito 2;Sin educación formal;Autónomo;Medio;Si;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No;No;Si;Si;No;Ninguno;3;Mi cónyuge o pareja;Si;Si;Siempre
2705;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Estudiante;Alto;Si;Si;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No;No;3;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
2706;Masculino;40 años o más;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;No estoy seguro/a;Si;No estoy seguro/a;2;2;Yo mismo/a;Si;No estoy seguro/a;Algunas veces
2707;Femenino;26 - 39 años;Distrito 2;Educación secundaria;Autónomo;Alto;Si;Si;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;Si;No estoy seguro/a;No;Si;2;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
2708;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;2;3;Yo mismo/a;Si;Si;La mayoría de las veces
2709;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;Si;No estoy seguro/a;Si;Si;Si;1;2;Yo mismo/a;Si;Si;La mayoría de las veces
2710;Femenino;40 años o más;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;La mayoría de las veces
2711;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;No;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;Si;No estoy seguro/a;Ninguno;2;Otro;No estoy seguro/a;No estoy seguro/a;Algunas veces
